iata,icao,type,name,city,iso_region,region_name,iso_country,country,lat,lon,importance
TLL,EETN,large_airport,Lennart Meri Tallinn Airport,Tallinn,EE-37,Harju County,EE,Estonia,59.413246,24.83264,35
TAY,EETU,medium_airport,Tartu Airport,Tartu,EE-7B,Tartu County,EE,Estonia,58.307438,26.686473,25
ENF,EFET,medium_airport,Enontekio Airport,Enontekio,FI-10,Lapland Region,FI,Finland,68.362602233887,23.424299240112,25
KEV,EFHA,medium_airport,Halli Airport,Jämsä,FI-08,Central Finland Region,FI,Finland,61.856039,24.786686,20
HEL,EFHK,large_airport,Helsinki Vantaa Airport,Helsinki (Vantaa),FI-18,Uusimaa Region,FI,Finland,60.318363,24.963341,35
KTQ,EFIT,medium_airport,Kitee Airport,Kitee,FI-13,North Karelia Region,FI,Finland,62.1661,30.073601,20
IVL,EFIV,large_airport,Ivalo Airport,Ivalo,FI-10,Lapland Region,FI,Finland,68.6073,27.4053,35
JOE,EFJO,medium_airport,Joensuu Airport,Joensuu,FI-13,North Karelia Region,FI,Finland,62.658815,29.619398,25
JYV,EFJY,medium_airport,Jyväskylä Airport,Jyväskylän Maalaiskunta,FI-08,Central Finland Region,FI,Finland,62.399502,25.678301,25
KAU,EFKA,medium_airport,Kauhava Airfield,Kauhava,FI-03,South Ostrobothnia Region,FI,Finland,63.127102,23.051399,20
KEM,EFKE,medium_airport,Kemi-Tornio Airport,Kemi / Tornio,FI-10,Lapland Region,FI,Finland,65.778701782227,24.582099914551,25
KAJ,EFKI,medium_airport,Kajaani Airport,Kajaani,FI-05,Kainuu Region,FI,Finland,64.2855,27.6924,25
KHJ,EFKJ,medium_airport,Kauhajoki Airfield,Kauhajoki,FI-03,South Ostrobothnia Region,FI,Finland,62.463212,22.390817,20
KOK,EFKK,medium_airport,Kokkola-Pietarsaari Airport,Kokkola / Kruunupyy,FI-07,Central Ostrobothnia Region,FI,Finland,63.721199,23.143101,25
KAO,EFKS,medium_airport,Kuusamo Airport,Kuusamo,FI-14,North Ostrobothnia Region,FI,Finland,65.987602,29.239401,25
KTT,EFKT,large_airport,Kittilä International Airport,Kittilä,FI-10,Lapland Region,FI,Finland,67.700996,24.8468,35
KUO,EFKU,large_airport,Kuopio Airport,Kuopio / Siilinjärvi,FI-15,Northern Savonia Region,FI,Finland,63.007099,27.7978,35
LPP,EFLP,large_airport,Lappeenranta Airport,Lappeenranta,FI-02,South Karelia Region,FI,Finland,61.044601,28.144743,35
MHQ,EFMA,large_airport,Mariehamn Airport,Mariehamn,FI-01,Åland Islands Region,FI,Finland,60.1222,19.898199,35
MIK,EFMI,medium_airport,Mikkeli Airport,Mikkeli,FI-04,Southern Savonia Region,FI,Finland,61.6866,27.201799,20
OUL,EFOU,large_airport,Oulu Airport,Oulu / Oulunsalo,FI-14,North Ostrobothnia Region,FI,Finland,64.930099,25.354601,35
POR,EFPO,medium_airport,Pori Airport,Pori,FI-17,Satakunta Region,FI,Finland,61.4617,21.799999,25
RVN,EFRO,large_airport,Rovaniemi Airport,Rovaniemi,FI-10,Lapland Region,FI,Finland,66.563327,25.829751,35
SVL,EFSA,medium_airport,Savonlinna Airport,Savonlinna,FI-04,Southern Savonia Region,FI,Finland,61.9431,28.945101,25
SJY,EFSI,medium_airport,Seinäjoki Airport,Seinäjoki / Ilmajoki,FI-03,South Ostrobothnia Region,FI,Finland,62.692101,22.8323,20
SOT,EFSO,medium_airport,Sodankyla Airport,Sodankyla,FI-10,Lapland Region,FI,Finland,67.3949966431,26.6191005707,20
TMP,EFTP,large_airport,Tampere-Pirkkala Airport,Tampere / Pirkkala,FI-11,Pirkanmaa Region,FI,Finland,61.414101,23.604401,35
TKU,EFTU,large_airport,Turku Airport,Turku,FI-19,Southwest Finland Region,FI,Finland,60.514099,22.2628,35
UTI,EFUT,medium_airport,Utti Air Base,Utti / Valkeala,FI-09,Kymenlaakso Region,FI,Finland,60.8964,26.9384,20
VAA,EFVA,large_airport,Vaasa Airport,Vaasa,FI-12,Ostrobothnia Region,FI,Finland,63.05023,21.762543,35
VRK,EFVR,medium_airport,Varkaus Airport,Varkaus / Joroinen,FI-04,Southern Savonia Region,FI,Finland,62.171101,27.868601,20
YLI,EFYL,medium_airport,Ylivieska Airfield,Ylivieska,FI-14,North Ostrobothnia Region,FI,Finland,64.054722,24.725278,20
BFS,EGAA,large_airport,Belfast International Airport,Belfast,GB-NIR,Northern Ireland,GB,United Kingdom,54.6575012207,-6.2158298492399995,35
ENK,EGAB,medium_airport,Enniskillen/St Angelo Airport,"Enniskillen, Fermanagh and Omagh",GB-NIR,Northern Ireland,GB,United Kingdom,54.398274,-7.651179,20
BHD,EGAC,medium_airport,George Best Belfast City Airport,Belfast,GB-NIR,Northern Ireland,GB,United Kingdom,54.618099,-5.8725,25
LDY,EGAE,medium_airport,City of Derry Airport,"Derry, Derry and Strabane",GB-NIR,Northern Ireland,GB,United Kingdom,55.042801,-7.16111,25
BHX,EGBB,large_airport,Birmingham Airport,"Birmingham, West Midlands",GB-ENG,England,GB,United Kingdom,52.453899,-1.74803,35
CVT,EGBE,medium_airport,Coventry Airport,"Coventry, West Midlands",GB-ENG,England,GB,United Kingdom,52.369701,-1.47972,20
GLO,EGBJ,medium_airport,Gloucestershire Airport,"Staverton, Gloucestershire",GB-ENG,England,GB,United Kingdom,51.894199,-2.16722,20
NQT,EGBN,medium_airport,Nottingham City Airport,"Nottingham, Nottinghamshire",GB-ENG,England,GB,United Kingdom,52.919998,-1.07917,20
MAN,EGCC,large_airport,Manchester Airport,"Manchester, Greater Manchester",GB-ENG,England,GB,United Kingdom,53.349375,-2.279521,35
YEO,EGDY,medium_airport,RNAS Yeovilton,"Yeovil, Somerset",GB-ENG,England,GB,United Kingdom,51.009399,-2.63882,20
CAL,EGEC,medium_airport,Campbeltown Airport,Campbeltown,GB-SCT,Scotland,GB,United Kingdom,55.437199,-5.68639,25
EOI,EGED,medium_airport,Eday Airport,Eday,GB-SCT,Scotland,GB,United Kingdom,59.19060134887695,-2.7722198963165283,25
FIE,EGEF,small_airport,Fair Isle Airport,Fair Isle,GB-SCT,Scotland,GB,United Kingdom,59.534721,-1.628509,15
COL,EGEL,small_airport,Coll Airport,Coll Island,GB-SCT,Scotland,GB,United Kingdom,56.601898,-6.61778,15
NRL,EGEN,small_airport,North Ronaldsay Airport,North Ronaldsay,GB-SCT,Scotland,GB,United Kingdom,59.3675003052,-2.43443989754,15
OBN,EGEO,small_airport,Oban Airport,North Connel,GB-SCT,Scotland,GB,United Kingdom,56.463501,-5.39967,15
PPW,EGEP,small_airport,Papa Westray Airport,"Papa Westray, Orkney Islands",GB-SCT,Scotland,GB,United Kingdom,59.351012,-2.900353,15
SOY,EGER,small_airport,Stronsay Airport,Stronsay,GB-SCT,Scotland,GB,United Kingdom,59.1553,-2.64139,15
NDY,EGES,small_airport,Sanday Airport,Sanday,GB-SCT,Scotland,GB,United Kingdom,59.250301,-2.57667,15
LWK,EGET,small_airport,Lerwick / Tingwall Airport,"Lerwick, Shetland Islands",GB-SCT,Scotland,GB,United Kingdom,60.1922,-1.24361,15
WRY,EGEW,small_airport,Westray Airport,"Westray, Orkney Islands",GB-SCT,Scotland,GB,United Kingdom,59.350475,-2.950062,15
CSA,EGEY,small_airport,Colonsay Airstrip,Colonsay,GB-SCT,Scotland,GB,United Kingdom,56.057499,-6.24306,15
HAW,EGFE,medium_airport,Haverfordwest Airport,Haverfordwest,GB-WLS,Wales,GB,United Kingdom,51.833099365234375,-4.9611101150512695,20
CWL,EGFF,large_airport,Cardiff International Airport,Cardiff,GB-WLS,Wales,GB,United Kingdom,51.396702,-3.34333,35
SWS,EGFH,medium_airport,Swansea Airport,Swansea,GB-WLS,Wales,GB,United Kingdom,51.601366,-4.071006,20
BRS,EGGD,large_airport,Bristol Airport,Bristol,GB-ENG,England,GB,United Kingdom,51.382326,-2.716453,35
LPL,EGGP,large_airport,Liverpool John Lennon Airport,Liverpool,GB-ENG,England,GB,United Kingdom,53.334863,-2.849637,35
LTN,EGGW,large_airport,London Luton Airport,"Luton, Luton",GB-ENG,England,GB,United Kingdom,51.874699,-0.368333,35
LEQ,EGHC,small_airport,Land's End Airport,"Land's End, Cornwall",GB-ENG,England,GB,United Kingdom,50.102798,-5.67056,15
ISC,EGHE,small_airport,St. Mary's Airport,"St. Mary's, Isles of Scilly",GB-ENG,England,GB,United Kingdom,49.913375,-6.291894,15
BOH,EGHH,medium_airport,Bournemouth Airport,Bournemouth,GB-ENG,England,GB,United Kingdom,50.780483,-1.839576,25
SOU,EGHI,medium_airport,Southampton Airport,Southampton,GB-ENG,England,GB,United Kingdom,50.950298,-1.3568,25
NQY,EGHQ,medium_airport,Cornwall Airport Newquay,Newquay,GB-ENG,England,GB,United Kingdom,50.440601,-4.99541,25
ACI,EGJA,medium_airport,Alderney Airport,Saint Anne,GG-A,Alderney,GG,Guernsey,49.706104,-2.21472,25
GCI,EGJB,medium_airport,Guernsey Airport,Saint Peter Port,GG-G,Guernsey,GG,Guernsey,49.435001,-2.60197,25
JER,EGJJ,medium_airport,Jersey Airport,St. Peter,JE-U-A,(unassigned),JE,Jersey,49.207901,-2.19551,25
ESH,EGKA,medium_airport,Brighton City Airport,"Brighton, East Sussex",GB-ENG,England,GB,United Kingdom,50.835602,-0.297222,20
BQH,EGKB,medium_airport,London Biggin Hill Airport,London,GB-ENG,England,GB,United Kingdom,51.33079910279999,0.0324999988079,20
LGW,EGKK,large_airport,London Gatwick Airport,London,GB-ENG,England,GB,United Kingdom,51.148744,-0.185739,35
LCY,EGLC,medium_airport,London City Airport,London,GB-ENG,England,GB,United Kingdom,51.505299,0.055278,25
FAB,EGLF,medium_airport,Farnborough Airport,"Farnborough, Hampshire",GB-ENG,England,GB,United Kingdom,51.275799,-0.776333,20
BBS,EGLK,medium_airport,Blackbushe Airport,"Camberley, Surrey",GB-ENG,England,GB,United Kingdom,51.323898,-0.8475,20
LHR,EGLL,large_airport,London Heathrow Airport,London,GB-ENG,England,GB,United Kingdom,51.470748,-0.459909,35
SEN,EGMC,medium_airport,London Southend Airport,"Southend-on-Sea, Essex",GB-ENG,England,GB,United Kingdom,51.570562,0.693627,25
LYX,EGMD,medium_airport,Lydd London Ashford Airport,"Romney Marsh, Kent",GB-ENG,England,GB,United Kingdom,50.956246,0.939074,20
CAX,EGNC,medium_airport,Carlisle Lake District Airport,"Carlisle, Cumbria",GB-ENG,England,GB,United Kingdom,54.9375,-2.80917,20
BLK,EGNH,medium_airport,Blackpool Airport,Blackpool,GB-ENG,England,GB,United Kingdom,53.771702,-3.02861,20
HUY,EGNJ,medium_airport,Humberside Airport,"Grimsby, Lincolnshire",GB-ENG,England,GB,United Kingdom,53.576152,-0.34954,25
BWF,EGNL,medium_airport,Barrow Walney Island Airport,Barrow-in-Furness,GB-ENG,England,GB,United Kingdom,54.1286111,-3.2675,20
LBA,EGNM,large_airport,Leeds Bradford Airport,"Leeds, West Yorkshire",GB-ENG,England,GB,United Kingdom,53.865898,-1.66057,35
WRT,EGNO,medium_airport,Warton Aerodrome,Warton,GB-ENG,England,GB,United Kingdom,53.745098,-2.88306,20
CEG,EGNR,medium_airport,Hawarden Airport,Broughton,GB-WLS,Wales,GB,United Kingdom,53.178101,-2.97778,20
IOM,EGNS,large_airport,Isle of Man Airport,Castletown,IM-U-A,(unassigned),IM,Isle of Man,54.083081,-4.623871,35
NCL,EGNT,large_airport,Newcastle International Airport,"Newcastle upon Tyne, Tyne and Wear",GB-ENG,England,GB,United Kingdom,55.037958,-1.689577,35
MME,EGNV,medium_airport,Teesside International Airport,"Darlington, Durham",GB-ENG,England,GB,United Kingdom,54.509201,-1.42941,25
EMA,EGNX,large_airport,East Midlands Airport,"Nottingham, Leicestershire",GB-ENG,England,GB,United Kingdom,52.8311,-1.32806,35
VLY,EGOV,medium_airport,Anglesey Airport,Angelsey,GB-WLS,Wales,GB,United Kingdom,53.2481,-4.53534,20
KOI,EGPA,medium_airport,Kirkwall Airport,"Kirkwall, Orkney Islands",GB-SCT,Scotland,GB,United Kingdom,58.957903,-2.905077,25
LSI,EGPB,medium_airport,Sumburgh Airport,"Lerwick, Shetland",GB-SCT,Scotland,GB,United Kingdom,59.878899,-1.29556,25
WIC,EGPC,medium_airport,Wick John O'Groats Airport,Wick,GB-SCT,Scotland,GB,United Kingdom,58.4589,-3.09306,25
ABZ,EGPD,large_airport,Aberdeen International Airport,Aberdeen,GB-SCT,Scotland,GB,United Kingdom,57.2019,-2.19778,35
INV,EGPE,medium_airport,Inverness Airport,Inverness,GB-SCT,Scotland,GB,United Kingdom,57.5425,-4.0475,25
GLA,EGPF,large_airport,Glasgow Airport,Glasgow,GB-SCT,Scotland,GB,United Kingdom,55.871899,-4.43306,35
EDI,EGPH,large_airport,Edinburgh Airport,Edinburgh,GB-SCT,Scotland,GB,United Kingdom,55.950145,-3.372288,35
ILY,EGPI,medium_airport,Islay Airport,"Isle of Islay, Argyll and Bute",GB-SCT,Scotland,GB,United Kingdom,55.682708,-6.257525,25
PIK,EGPK,large_airport,Glasgow Prestwick Airport,"Prestwick, South Ayrshire",GB-SCT,Scotland,GB,United Kingdom,55.501499,-4.577182,35
BEB,EGPL,medium_airport,Benbecula Airport,Balivanich,GB-SCT,Scotland,GB,United Kingdom,57.481098,-7.36278,25
DND,EGPN,medium_airport,Dundee Airport,Dundee,GB-SCT,Scotland,GB,United Kingdom,56.452499,-3.02583,25
SYY,EGPO,medium_airport,Stornoway Airport,"Stornoway, Western Isles",GB-SCT,Scotland,GB,United Kingdom,58.215599,-6.33111,25
BRR,EGPR,medium_airport,Barra Airport,Eoligarry,GB-SCT,Scotland,GB,United Kingdom,57.0228,-7.44306,25
TRE,EGPU,medium_airport,Tiree Airport,"Balemartine, Argyll and Bute",GB-SCT,Scotland,GB,United Kingdom,56.499199,-6.86917,25
ADX,EGQL,medium_airport,Leuchars Station Airfield,"Leuchars, Fife",GB-SCT,Scotland,GB,United Kingdom,56.37398,-2.868862,20
LMO,EGQS,medium_airport,RAF Lossiemouth,"Lossiemouth, Moray",GB-SCT,Scotland,GB,United Kingdom,57.7052,-3.33917,20
CBG,EGSC,medium_airport,Cambridge City Airport,"Cambridge, Cambridgeshire",GB-ENG,England,GB,United Kingdom,52.205002,0.175,20
NWI,EGSH,medium_airport,Norwich Airport,"Norwich, Norfolk",GB-ENG,England,GB,United Kingdom,52.6758,1.28278,25
STN,EGSS,large_airport,London Stansted Airport,"London, Essex",GB-ENG,England,GB,United Kingdom,51.884998,0.235,35
EXT,EGTE,medium_airport,Exeter International Airport,"Exeter, Devon",GB-ENG,England,GB,United Kingdom,50.734261,-3.413984,25
OXF,EGTK,medium_airport,London Oxford Airport,"Kidlington, Oxfordshire",GB-ENG,England,GB,United Kingdom,51.836899,-1.32,20
BEX,EGUB,medium_airport,RAF Benson,"Wallingford, Oxfordshire",GB-ENG,England,GB,United Kingdom,51.614366,-1.095991,20
LKZ,EGUL,medium_airport,RAF Lakenheath,"Brandon, Suffolk",GB-ENG,England,GB,United Kingdom,52.40954,0.561161,20
MHZ,EGUN,medium_airport,RAF Mildenhall,"Bury Saint Edmunds, Suffolk",GB-ENG,England,GB,United Kingdom,52.3619,0.486406,20
FFD,EGVA,medium_airport,RAF Fairford,"Fairford, Gloucestershire",GB-ENG,England,GB,United Kingdom,51.683568,-1.789172,20
BZZ,EGVN,medium_airport,RAF Brize Norton,"Carterton, Oxfordshire",GB-ENG,England,GB,United Kingdom,51.75,-1.58362,20
ODH,EGVO,medium_airport,RAF Odiham,"Hook, Hampshire",GB-ENG,England,GB,United Kingdom,51.2341,-0.942825,20
NHT,EGWU,medium_airport,RAF Northolt,"Northolt, Greater London",GB-ENG,England,GB,United Kingdom,51.553001,-0.418167,20
QCY,EGXC,medium_airport,RAF Coningsby,"Lincoln, Lincolnshire",GB-ENG,England,GB,United Kingdom,53.092999,-0.166014,20
BEQ,EGXH,medium_airport,RAF Honington,"Bury Saint Edmunds, Suffolk",GB-ENG,England,GB,United Kingdom,52.342602,0.772939,20
WTN,EGXW,medium_airport,RAF Waddington,"Lincoln, Lincolnshire",GB-ENG,England,GB,United Kingdom,53.166199,-0.523811,20
KNF,EGYM,medium_airport,RAF Marham,"King's Lynn, Norfolk",GB-ENG,England,GB,United Kingdom,52.648395,0.550692,20
MPN,EGYP,large_airport,Mount Pleasant Airport / RAF Mount Pleasant,Mount Pleasant,FK-U-A,(unassigned),FK,Falkland Islands,-51.822642,-58.445777,35
AMS,EHAM,large_airport,Amsterdam Airport Schiphol,Amsterdam,NL-NH,Noord-Holland,NL,Netherlands,52.308601,4.76389,35
MST,EHBK,large_airport,Maastricht Aachen Airport,Maastricht,NL-LI,Limburg,NL,Netherlands,50.911087,5.769401,35
EIN,EHEH,large_airport,Eindhoven Airport,Eindhoven,NL-NB,Noord-Brabant,NL,Netherlands,51.4500999451,5.37452983856,35
GRQ,EHGG,large_airport,Groningen Airport Eelde,Groningen,NL-DR,Drenthe,NL,Netherlands,53.119107,6.577652,35
GLZ,EHGR,medium_airport,Gilze Rijen Air Base,Rijen,NL-NB,Noord-Brabant,NL,Netherlands,51.567402,4.93183,20
DHR,EHKD,medium_airport,De Kooy Airfield / Den Helder Naval Air Station,Den Helder,NL-NH,Noord-Holland,NL,Netherlands,52.923401,4.78062,20
LEY,EHLE,medium_airport,Lelystad Airport,Lelystad,NL-FL,Flevoland,NL,Netherlands,52.453188,5.514622,20
LWR,EHLW,medium_airport,Leeuwarden Air Base,Leeuwarden,NL-FR,Friesland,NL,Netherlands,53.228599548339844,5.760560035705566,20
RTM,EHRD,large_airport,Rotterdam The Hague Airport,Rotterdam,NL-ZH,Zuid-Holland,NL,Netherlands,51.956902,4.43722,35
ENS,EHTW,medium_airport,Twente Airport,Enschede,NL-OV,Overijssel,NL,Netherlands,52.275833,6.889167,20
UDE,EHVK,medium_airport,Volkel Air Base,Uden,NL-NB,Noord-Brabant,NL,Netherlands,51.657222,5.707778,20
WOE,EHWO,medium_airport,Woensdrecht Air Base,Hoogerheide,NL-NB,Noord-Brabant,NL,Netherlands,51.4491,4.34203,20
NNR,EICA,small_airport,Connemara Regional Airport,Inverin,IE-G,County Galway,IE,Ireland,53.23030090332031,-9.467780113220215,15
ORK,EICK,large_airport,Cork International Airport,Cork,IE-CO,County Cork,IE,Ireland,51.841301,-8.49111,35
CFN,EIDL,medium_airport,Donegal Airport,Donegal,IE-DL,County Donegal,IE,Ireland,55.0442008972168,-8.340999603271484,25
DUB,EIDW,large_airport,Dublin Airport,Dublin,IE-D,County Dublin,IE,Ireland,53.428713,-6.262121,35
IOR,EIIM,small_airport,Inishmore Aerodrome,Inis Mór,IE-G,County Galway,IE,Ireland,53.1067008972168,-9.653610229492188,15
INQ,EIIR,small_airport,Inisheer Aerodrome,Inis Oírr,IE-G,County Galway,IE,Ireland,53.064701,-9.5109,15
NOC,EIKN,large_airport,Ireland West Airport Knock,Charlestown,IE-MO,County Mayo,IE,Ireland,53.910439,-8.817002,35
KIR,EIKY,medium_airport,Kerry Airport,Farranfore,IE-KY,County Kerry,IE,Ireland,52.180901,-9.52378,25
IIA,EIMN,small_airport,Inishmaan Aerodrome,Inis Meáin,IE-G,County Galway,IE,Ireland,53.092999,-9.56806,15
SNN,EINN,large_airport,Shannon Airport,Shannon,IE-CE,County Clare,IE,Ireland,52.702,-8.92482,35
SXL,EISG,medium_airport,Sligo Airport,Sligo,IE-SO,County Sligo,IE,Ireland,54.280200958252,-8.5992097854614,20
WAT,EIWF,medium_airport,Waterford Airport,Waterford,IE-WD,County Waterford,IE,Ireland,52.187199,-7.08696,20
EJT,EJT,small_airport,Enejit Airport,Enejit Island,MH-MIL,Mili,MH,Marshall Islands,6.0404,171.9846,15
AAR,EKAH,large_airport,Aarhus Airport,Aarhus,DK-82,Central Jutland,DK,Denmark,56.303331,10.618286,35
BLL,EKBI,large_airport,Billund Airport,Billund,DK-83,South Denmark,DK,Denmark,55.740335,9.157019,35
CPH,EKCH,large_airport,Copenhagen Kastrup Airport,Copenhagen,DK-84,Capital Region,DK,Denmark,55.617900848389,12.656000137329,35
EBJ,EKEB,medium_airport,Esbjerg Airport,Esbjerg,DK-83,South Denmark,DK,Denmark,55.525902,8.5534,25
KRP,EKKA,medium_airport,Midtjyllands Airport / Air Base Karup,Karup,DK-82,Central Jutland,DK,Denmark,56.297139,9.104311,25
BYR,EKLS,small_airport,Læsø Airport,Læsø,DK-81,North Jutland,DK,Denmark,57.277199,11.0001,15
MRW,EKMB,medium_airport,Lolland Falster Maribo Airport,Rødby,DK-85,Zealand,DK,Denmark,54.699447,11.438163,20
ODE,EKOD,large_airport,Odense Hans Christian Andersen Airport,Odense,DK-83,South Denmark,DK,Denmark,55.475307,10.327206,35
RKE,EKRK,medium_airport,Copenhagen Roskilde Airport,Roskilde,DK-85,Zealand,DK,Denmark,55.585602,12.1314,25
RNN,EKRN,medium_airport,Bornholm Airport,Rønne,DK-84,Capital Region,DK,Denmark,55.063301,14.7596,25
SGD,EKSB,medium_airport,Sønderborg Airport,Sønderborg,DK-83,South Denmark,DK,Denmark,54.96440124511719,9.791729927062988,25
CNL,EKSN,medium_airport,Sindal Airport,Sindal,DK-81,North Jutland,DK,Denmark,57.503502,10.2294,20
SKS,EKSP,medium_airport,Skrydstrup Air Base,Vojens,DK-83,South Denmark,DK,Denmark,55.221048,9.26702,20
SQW,EKSV,medium_airport,Skive Airport,Skive,DK-82,Central Jutland,DK,Denmark,56.550201,9.17298,20
TED,EKTS,medium_airport,Thisted Airport,Thisted,DK-81,North Jutland,DK,Denmark,57.068802,8.70522,20
FAE,EKVG,large_airport,Vágar Airport,Vágar,FO-U-A,(unassigned),FO,Faroe Islands,62.063256,-7.275782,35
STA,EKVJ,medium_airport,Stauning Vestjylland  Airport,Skjern,DK-82,Central Jutland,DK,Denmark,55.990101,8.35391,20
AAL,EKYT,large_airport,Aalborg Airport,Aalborg,DK-81,North Jutland,DK,Denmark,57.094763,9.84993,35
LUX,ELLX,large_airport,Luxembourg-Findel International Airport,Luxembourg,LU-L,Luxembourg,LU,Luxembourg,49.626845,6.212134,35
AES,ENAL,large_airport,Ålesund Airport,Ålesund,NO-15,Møre og Romsdal,NO,Norway,62.560443,6.110845,35
ANX,ENAN,medium_airport,"Andøya Airport, Andenes",Andenes,NO-18,Nordland,NO,Norway,69.295193,16.139379,25
ALF,ENAT,medium_airport,Alta Airport,Alta,NO-56,Finnmark,NO,Norway,69.976097,23.3717,25
FDE,ENBL,small_airport,"Førde Airport, Bringeland",Førde,NO-46,Vestland,NO,Norway,61.391102,5.75694,15
BNN,ENBN,medium_airport,"Brønnøysund Airport, Brønnøy",Brønnøy,NO-18,Nordland,NO,Norway,65.461098,12.2175,25
BOO,ENBO,large_airport,Bodø Airport,Bodø,NO-18,Nordland,NO,Norway,67.269203,14.3653,35
BGO,ENBR,large_airport,"Bergen Airport, Flesland",Bergen,NO-46,Vestland,NO,Norway,60.2934,5.21814,35
BJF,ENBS,medium_airport,Båtsfjord Airport,Båtsfjord,NO-56,Finnmark,NO,Norway,70.60025,29.692612,25
BVG,ENBV,medium_airport,Berlevåg Airport,Berlevåg,NO-56,Finnmark,NO,Norway,70.871517,29.034097,25
KRS,ENCN,large_airport,Kristiansand Airport,Kristiansand(Kjevik),NO-42,Agder,NO,Norway,58.204201,8.08537,35
BDU,ENDU,medium_airport,Bardufoss Airport,Målselv,NO-55,Troms,NO,Norway,69.055801,18.5404,25
EVE,ENEV,large_airport,Harstad/Narvik Airport,Evenes,NO-18,Nordland,NO,Norway,68.491302,16.678101,35
FRO,ENFL,medium_airport,Florø Airport,Florø,NO-46,Vestland,NO,Norway,61.583599090576,5.0247201919556,25
OSL,ENGM,large_airport,Oslo-Gardermoen International Airport,Oslo (Gardermoen),NO-32,Akershus,NO,Norway,60.193901,11.1004,35
HAU,ENHD,medium_airport,"Haugesund Airport, Karmøy",Karmøy,NO-11,Rogaland,NO,Norway,59.345299,5.20836,25
HFT,ENHF,medium_airport,Hammerfest Airport,Hammerfest,NO-56,Finnmark,NO,Norway,70.679703,23.6686,25
HAA,ENHK,small_airport,Hasvik Airport,Hasvik,NO-56,Finnmark,NO,Norway,70.486702,22.1397,15
HVG,ENHV,medium_airport,"Honningsvåg Airport, Valan",Honningsvåg,NO-56,Finnmark,NO,Norway,71.009697,25.983601,25
KSU,ENKB,medium_airport,"Kristiansund Airport, Kvernberget",Kvernberget,NO-15,Møre og Romsdal,NO,Norway,63.111801,7.82452,25
KKN,ENKR,medium_airport,"Kirkenes Airport, Høybuktmoen",Kirkenes,NO-56,Finnmark,NO,Norway,69.7258,29.8913,25
LKN,ENLK,medium_airport,Leknes Airport,Leknes,NO-18,Nordland,NO,Norway,68.152496337891,13.609399795532,25
