iata,icao,type,name,city,iso_region,region_name,iso_country,country,lat,lon,importance
RUV,MGRB,medium_airport,Rubelsanto Airport,Rubelsanto,GT-AV,Alta Verapez Department,GT,Guatemala,15.992,-90.445297,20
RER,MGRT,medium_airport,Retalhuleu Airport,Retalhuleu,GT-RE,Retalhuleu Department,GT,Guatemala,14.521431,-91.697001,25
GSJ,MGSJ,medium_airport,San José Airport,Puerto San José,GT-ES,Escuintla Department,GT,Guatemala,13.9362,-90.8358,20
FRS,MGTK,medium_airport,Mundo Maya International Airport,San Benito,GT-PE,Petén Department,GT,Guatemala,16.913707,-89.866143,25
UJE,MH-0004,small_airport,Ujae Atoll Airport,Ujae Atoll,MH-UJA,Ujae,MH,Marshall Islands,8.92806,165.761993,15
AUL,MH-AUL,small_airport,Aur Island Airport,Aur Atoll,MH-AUR,Aur,MH,Marshall Islands,8.14528,171.173004,15
JEJ,MH-JEJ,small_airport,Jeh Airport,Ailinglapalap Atoll,MH-ALL,Ailinglapalap,MH,Marshall Islands,7.565350055690001,168.962005615,15
LIK,MH-LIK,small_airport,Likiep Airport,Likiep Island,MH-LIK,Likiep,MH,Marshall Islands,9.82316,169.307999,15
MJE,MH-MJE,small_airport,Majkin Airport,Majkin,MH-NMU,Namu,MH,Marshall Islands,8.163362,168.173862,15
RNP,MH-RNP,small_airport,Rongelap Island Airport,Rongelap Island,MH-RON,Rongelap,MH,Marshall Islands,11.1572,166.886993,15
UIT,MH-UIT,small_airport,Jaluit Airport,Jabor Jaluit Atoll,MH-JAL,Jaluit,MH,Marshall Islands,5.909213,169.637256,15
WTE,MH-WTE,small_airport,Wotje Airport,Wotje,MH-WTJ,Wotje,MH,Marshall Islands,9.458333,170.238611,15
WTO,MH-WTO,small_airport,Wotho Island Airport,Wotho Island,MH-WTN,Wotho,MH,Marshall Islands,10.1733,166.003006,15
LCE,MHLC,medium_airport,Golosón International Airport,La Ceiba,HN-AT,Atlántida Department,HN,Honduras,15.7425,-86.852997,25
SAP,MHLM,large_airport,Ramón Villeda Morales International Airport,San Pedro Sula,HN-CR,Cortés Department,HN,Honduras,15.4526,-87.923599,35
GJA,MHNJ,medium_airport,La Laguna Airport,Guanaja,HN-IB,Islas de la Bahía Department,HN,Honduras,16.4454,-85.906601,25
PEU,MHPL,small_airport,Puerto Lempira Airport,Puerto Lempira,HN-GD,Gracias a Dios Department,HN,Honduras,15.2622,-83.781197,15
RTB,MHRO,large_airport,Juan Manuel Gálvez International Airport,Coxen Hole,HN-IB,Islas de la Bahía Department,HN,Honduras,16.316799,-86.523003,35
XPL,MHSC,large_airport,Palmerola International Airport,Palmerola,HN-CM,Comayagua Department,HN,Honduras,14.3824,-87.621201,35
TEA,MHTE,medium_airport,Tela Airport,Tela,HN-AT,Atlántida Department,HN,Honduras,15.7759,-87.4758,20
TGU,MHTG,medium_airport,Toncontín Airport,Tegucigalpa,HN-FM,Francisco Morazán Department,HN,Honduras,14.0609,-87.217201,25
TJI,MHTJ,medium_airport,Trujillo Airport,Trujillo,HN-CL,Colón Department,HN,Honduras,15.926599,-85.938573,20
UII,MHUT,small_airport,Utila Airport,Utila Island,HN-IB,Islas de la Bahía Department,HN,Honduras,16.1131,-86.880302,15
OCJ,MKBS,medium_airport,Ian Fleming International Airport,Boscobel,JM-05,Saint Mary Parish,JM,Jamaica,18.404079,-76.969754,25
KIN,MKJP,large_airport,Norman Manley International Airport,Kingston,JM-01,Kingston Parish,JM,Jamaica,17.935699462890625,-76.7874984741211,35
MBJ,MKJS,large_airport,Sangster International Airport,Montego Bay,JM-08,Saint James Parish,JM,Jamaica,18.50342,-77.91323,35
POT,MKKJ,medium_airport,Ken Jones Airport,Ken Jones,JM-04,Portland Parish,JM,Jamaica,18.1987991333,-76.53450012210001,20
KTP,MKTP,medium_airport,Tinson Pen Airport,Tinson Pen,JM-02,Saint Andrew Parish,JM,Jamaica,17.98859977722168,-76.82379913330078,25
MIJ,MLIP,small_airport,Mili Island Airport,Mili Island,MH-MIL,Mili,MH,Marshall Islands,6.084754,171.731419,15
ACA,MMAA,large_airport,General Juan N. Álvarez International Airport,Acapulco,MX-GRO,Guerrero,MX,Mexico,16.757126,-99.753113,35
NTR,MMAN,medium_airport,Del Norte International Airport,Monterrey,MX-NLE,Nuevo León,MX,Mexico,25.865601,-100.237,20
AGU,MMAS,large_airport,Aguascalientes International Airport,Aguascalientes,MX-AGU,Aguascalientes,MX,Mexico,21.699589,-102.318372,35
HUX,MMBT,large_airport,Bahías de Huatulco International Airport,Huatulco,MX-OAX,Oaxaca,MX,Mexico,15.775437,-96.260456,35
CVJ,MMCB,medium_airport,General Mariano Matamoros International Airport,Temixco,MX-MOR,Morelos,MX,Mexico,18.833922,-99.261818,20
ACN,MMCC,medium_airport,Ciudad Acuña International Airport,Ciudad Acuña,MX-COA,Coahuila,MX,Mexico,29.333662,-101.100555,20
CME,MMCE,medium_airport,Ciudad del Carmen International Airport,Ciudad del Carmen,MX-CAM,Campeche,MX,Mexico,18.651516,-91.799355,25
CUL,MMCL,large_airport,Bachigualato Federal International Airport,Culiacán,MX-SIN,Sinaloa,MX,Mexico,24.76504,-107.475228,35
CTM,MMCM,medium_airport,Chetumal International Airport,Chetumal,MX-ROO,Quintana Roo,MX,Mexico,18.504985,-88.328018,25
CEN,MMCN,medium_airport,Ciudad Obregón International Airport,Ciudad Obregón,MX-SON,Sonora,MX,Mexico,27.39259910583496,-109.83300018310547,25
CPE,MMCP,medium_airport,Ingeniero Alberto Acuña Ongay International Airport,Campeche,MX-CAM,Campeche,MX,Mexico,19.815969,-90.500125,25
CJS,MMCS,large_airport,Abraham González International Airport,Ciudad Juárez,MX-CHH,Chihuahua,MX,Mexico,31.636673,-106.428533,35
CUU,MMCU,large_airport,General Roberto Fierro Villalobos International Airport,Chihuahua,MX-CHH,Chihuahua,MX,Mexico,28.702649,-105.963764,35
CVM,MMCV,medium_airport,General Pedro Jose Mendez International Airport,Ciudad Victoria,MX-TAM,Tamaulipas,MX,Mexico,23.7033,-98.956497,25
CYW,MMCY,medium_airport,Captain Rogelio Castillo National Airport,Celaya,MX-GUA,Guanajuato,MX,Mexico,20.545998,-100.886539,20
CZM,MMCZ,large_airport,Cozumel International Airport,Cozumel,MX-ROO,Quintana Roo,MX,Mexico,20.514922,-86.928538,35
CUA,MMDA,small_airport,Ciudad Constitución National Airport,Comondú,MX-BCS,Baja California Sur,MX,Mexico,25.053801,-111.614998,15
DGO,MMDO,medium_airport,General Guadalupe Victoria International Airport,Durango,MX-DUR,Durango,MX,Mexico,24.125468,-104.527938,25
TPQ,MMEP,medium_airport,Amado Nervo National Airport,Tepic,MX-NAY,Nayarit,MX,Mexico,21.419833,-104.842472,25
ESE,MMES,medium_airport,Ensenada International Airport / El Ciprés Air Base,Ensenada,MX-BCN,Baja California,MX,Mexico,31.794516,-116.602384,20
GDL,MMGL,large_airport,Guadalajara International Airport,Guadalajara,MX-JAL,Jalisco,MX,Mexico,20.523342,-103.310108,35
GYM,MMGM,medium_airport,General José María Yáñez International Airport,Guaymas,MX-SON,Sonora,MX,Mexico,27.9689998626709,-110.92500305175781,25
GUB,MMGR,small_airport,Guerrero Negro Airport,San Quintín,MX-BCN,Baja California,MX,Mexico,28.0261,-114.024002,15
HMO,MMHO,large_airport,General Ignacio L. Pesqueira International Airport,Hermosillo,MX-SON,Sonora,MX,Mexico,29.092811,-111.053015,35
CLQ,MMIA,medium_airport,Licenciado Miguel de la Madrid International Airport,Colima,MX-COL,Colima,MX,Mexico,19.277,-103.577002,25
SLW,MMIO,medium_airport,Plan de Guadalupe International Airport,Saltillo,MX-COA,Coahuila,MX,Mexico,25.53786,-100.928346,25
IZT,MMIT,medium_airport,General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base,Ixtepec,MX-OAX,Oaxaca,MX,Mexico,16.445961,-95.093708,25
JAL,MMJA,medium_airport,El Lencero Airport,Emiliano Zapata,MX-VER,Veracruz,MX,Mexico,19.475107,-96.797008,20
LZC,MMLC,medium_airport,Lázaro Cárdenas Airport,Lázaro Cárdenas,MX-MIC,Michoacán,MX,Mexico,18.001672,-102.220316,20
LMM,MMLM,medium_airport,Valle del Fuerte International Airport,Los Mochis,MX-SIN,Sinaloa,MX,Mexico,25.685503,-109.081159,25
BJX,MMLO,large_airport,Guanajuato International Airport,Silao,MX-GUA,Guanajuato,MX,Mexico,20.992695,-101.480284,35
LAP,MMLP,medium_airport,Manuel Márquez de León International Airport,La Paz,MX-BCS,Baja California Sur,MX,Mexico,24.072331,-110.362662,25
LTO,MMLT,large_airport,Loreto International Airport,Loreto,MX-BCS,Baja California Sur,MX,Mexico,25.989549,-111.348408,35
MAM,MMMA,medium_airport,General Servando Canales International Airport,Matamoros,MX-TAM,Tamaulipas,MX,Mexico,25.7698993683,-97.5252990723,25
MID,MMMD,large_airport,Manuel Crescencio Rejón International Airport,Mérida,MX-YUC,Yucatán,MX,Mexico,20.930485,-89.645462,35
MXL,MMML,medium_airport,General Rodolfo Sánchez Taboada International Airport,Mexicali,MX-BCN,Baja California,MX,Mexico,32.630629,-115.242805,25
MLM,MMMM,large_airport,General Francisco J. Mujica International Airport,Morelia,MX-MIC,Michoacán,MX,Mexico,19.849899,-101.025002,35
MTT,MMMT,medium_airport,Minatitlán/Coatzacoalcos International Airport,Cosoleacaque,MX-VER,Veracruz,MX,Mexico,18.103399,-94.580704,25
LOV,MMMV,medium_airport,Monclova International Airport,Monclova,MX-COA,Coahuila,MX,Mexico,26.9557,-101.470001,20
MEX,MMMX,large_airport,Mexico City Benito Juárez International Airport,Mexico City,MX-DIF,Ciudad de México,MX,Mexico,19.435822,-99.07033,35
MTY,MMMY,large_airport,Monterrey International Airport,Monterrey,MX-NLE,Nuevo León,MX,Mexico,25.778521,-100.106989,35
MZT,MMMZ,large_airport,General Rafael Buelna International Airport,Mazatlàn,MX-SIN,Sinaloa,MX,Mexico,23.162823,-106.264517,35
NOG,MMNG,medium_airport,Nogales International Airport,Nogales,MX-SON,Sonora,MX,Mexico,31.225756,-110.976934,20
NLD,MMNL,medium_airport,Quetzalcóatl International Airport,Nuevo Laredo,MX-TAM,Tamaulipas,MX,Mexico,27.443899,-99.570503,25
OAX,MMOX,large_airport,Xoxocotlán International Airport,Oaxaca,MX-OAX,Oaxaca,MX,Mexico,16.998773,-96.726092,35
PAZ,MMPA,medium_airport,El Tajín National Airport,Poza Rica,MX-VER,Veracruz,MX,Mexico,20.6026992798,-97.46080017090001,25
PBC,MMPB,large_airport,Hermanos Serdán International Airport,Puebla,MX-PUE,Puebla,MX,Mexico,19.158465,-98.371582,35
PPE,MMPE,small_airport,Mar de Cortés International Airport,Puerto Peñasco,MX-SON,Sonora,MX,Mexico,31.351987,-113.305177,15
PDS,MMPG,medium_airport,Piedras Negras International Airport,Piedras Negras,MX-COA,Coahuila,MX,Mexico,28.627873,-100.53524,25
UPN,MMPN,medium_airport,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,Uruapan,MX-MIC,Michoacán,MX,Mexico,19.3967,-102.039001,25
PVR,MMPR,large_airport,Puerto Vallarta International Airport,Puerto Vallarta,MX-JAL,Jalisco,MX,Mexico,20.679913,-105.254391,35
PXM,MMPS,medium_airport,Puerto Escondido International Airport,Puerto Escondido,MX-OAX,Oaxaca,MX,Mexico,15.876808,-97.0891,25
QRO,MMQT,large_airport,Querétaro Intercontinental Airport,Querétaro,MX-QUE,Querétaro,MX,Mexico,20.618779,-100.186449,35
REX,MMRX,medium_airport,General Lucio Blanco International Airport,Reynosa,MX-TAM,Tamaulipas,MX,Mexico,26.0089,-98.2285,25
SJD,MMSD,large_airport,Los Cabos International Airport,San José del Cabo,MX-BCS,Baja California Sur,MX,Mexico,23.151919,-109.720731,35
CSW,MMSL,medium_airport,Cabo San Lucas International Airport,Cabo San Lucas,MX-BCS,Baja California Sur,MX,Mexico,22.949072,-109.939479,25
NLU,MMSM,large_airport,Felipe Ángeles International Airport,Mexico City,MX-MEX,México (state),MX,Mexico,19.743824,-99.01507,35
SLP,MMSP,medium_airport,Ponciano Arriaga International Airport,San Luis Potosí,MX-SLP,San Luis Potosí,MX,Mexico,22.262026,-100.935692,25
TRC,MMTC,medium_airport,Francisco Sarabia Tinoco International Airport,Torreón,MX-COA,Coahuila,MX,Mexico,25.562265,-103.404608,25
TGZ,MMTG,medium_airport,Angel Albino Corzo International Airport,Tuxtla Gutiérrez,MX-CHP,Chiapas,MX,Mexico,16.561611,-93.025731,25
TIJ,MMTJ,large_airport,General Abelardo L. Rodriguez International Airport,Tijuana,MX-BCN,Baja California,MX,Mexico,32.541043,-116.969976,35
TQO,MMTL,large_airport,Felipe Carrillo Puerto International Airport Tulum,Tulum,MX-ROO,Quintana Roo,MX,Mexico,20.172098,-87.660272,35
TAM,MMTM,medium_airport,General Francisco Javier Mina International Airport,Ciudad Madero,MX-TAM,Tamaulipas,MX,Mexico,22.292622,-97.867058,25
TLC,MMTO,large_airport,Adolfo López Mateos International Airport,Toluca,MX-MEX,México (state),MX,Mexico,19.3369,-99.56583,35
TAP,MMTP,medium_airport,Tapachula International Airport,Tapachula,MX-CHP,Chiapas,MX,Mexico,14.794549,-92.369871,25
CUN,MMUN,large_airport,Cancún International Airport,Cancún,MX-ROO,Quintana Roo,MX,Mexico,21.040817,-86.87347,35
VSA,MMVA,large_airport,Carlos Rovirosa Pérez International Airport,Villahermosa,MX-TAB,Tabasco,MX,Mexico,17.994283,-92.818199,35
VER,MMVR,large_airport,General Heriberto Jara International Airport,Veracruz,MX-VER,Veracruz,MX,Mexico,19.139589,-96.188602,35
ZCL,MMZC,medium_airport,General Leobardo C. Ruiz International Airport,Zacatecas,MX-ZAC,Zacatecas,MX,Mexico,22.894942,-102.687154,25
ZIH,MMZH,large_airport,Ixtapa-Zihuatanejo International Airport,Ixtapa,MX-GRO,Guerrero,MX,Mexico,17.601771,-101.460629,35
ZLO,MMZO,medium_airport,Playa de Oro International Airport,Manzanillo,MX-COL,Colima,MX,Mexico,19.1448,-104.558998,25
BEF,MNBL,medium_airport,Bluefields Airport,Bluefields,NI-AS,South Caribbean Coast Autonomous Region,NI,Nicaragua,11.991,-83.774101,25
RNI,MNCI,small_airport,Corn Island Airport,Corn Island,NI-AS,South Caribbean Coast Autonomous Region,NI,Nicaragua,12.174785,-83.059445,15
MGA,MNMG,large_airport,Augusto C. Sandino (Managua) International Airport,Managua,NI-MN,Managua Department,NI,Nicaragua,12.1415,-86.168198,35
PUZ,MNPC,medium_airport,Puerto Cabezas Airport,Puerto Cabezas,NI-AN,North Caribbean Coast Autonomous Region,NI,Nicaragua,14.047200202941895,-83.38670349121094,25
MOH,MOH,small_airport,Maleo Airport,Morowali,ID-ST,Sulawesi Tengah (Central Sulawesi),ID,Indonesia,-2.201143,121.662884,15
BOC,MPBO,medium_airport,"Bocas del Toro ""Isla Colón"" International Airport",Isla Colón,PA-1,Bocas del Toro Province,PA,Panama,9.34085,-82.250801,25
CTD,MPCE,medium_airport,Alonso Valderrama Airport,Chitré,PA-6,Herrera Province,PA,Panama,7.98784,-80.409837,25
CHX,MPCH,medium_airport,Changuinola Captain Manuel Niño International Airport,Changuinola,PA-1,Bocas del Toro Province,PA,Panama,9.458962,-82.515062,25
DAV,MPDA,medium_airport,Enrique Malek International Airport,David,PA-4,Chiriquí Province,PA,Panama,8.388983,-82.436425,25
ONX,MPEJ,medium_airport,Enrique Adolfo Jimenez Airport,Colón,PA-3,Colón Province,PA,Panama,9.35664,-79.867401,25
BLB,MPHO,small_airport,Panamá Pacífico International Airport,Panamá City,PA-10,Panamá Oeste Province,PA,Panama,8.91479,-79.599602,15
PAC,MPMG,medium_airport,Marcos A. Gelabert International Airport,Albrook,PA-8,Panamá Province,PA,Panama,8.97334,-79.555603,25
PDM,MPPD,small_airport,Capt. J. Montenegro Airport,Pedasí,PA-7,Los Santos Province,PA,Panama,7.534801,-80.043347,15
SYP,MPSA,medium_airport,Ruben Cantu Airport,Santiago,PA-9,Veraguas Province,PA,Panama,8.085599899291992,-80.94529724121094,20
RIH,MPSM,small_airport,Scarlett Martinez International Airport,Río Hato,PA-2,Coclé Province,PA,Panama,8.375880241394,-80.127899169922,15
PTY,MPTO,large_airport,Tocumen International Airport,Tocumen,PA-8,Panamá Province,PA,Panama,9.07136,-79.383499,35
FON,MRAN,medium_airport,La Fortuna Arenal Airport,La Fortuna,CR-A,Alajuela Province,CR,Costa Rica,10.469311,-84.579073,25
BAI,MRBA,medium_airport,Buenos Aires Airport,Punta Arenas,CR-P,Puntarenas Province,CR,Costa Rica,9.163949,-83.330171,20
BCL,MRBC,medium_airport,Barra del Colorado Airport,Pococi,CR-L,Limón Province,CR,Costa Rica,10.7687,-83.585602,20
OTR,MRCC,medium_airport,Coto 47 Airport,Corredores,CR-P,Puntarenas Province,CR,Costa Rica,8.60156,-82.968754,20
GLF,MRGF,medium_airport,Golfito Airport,Golfito,CR-P,Puntarenas Province,CR,Costa Rica,8.65401,-83.182198,25
GPL,MRGP,medium_airport,Guapiles Airport,Pococi,CR-L,Limón Province,CR,Costa Rica,10.2172002792,-83.79699707030001,20
LIR,MRLB,large_airport,Daniel Oduber Quirós International Airport,Liberia,CR-G,Guanacaste Province,CR,Costa Rica,10.5933,-85.544403,35
LSL,MRLC,medium_airport,Los Chiles Airport,Los Chiles,CR-A,Alajuela Province,CR,Costa Rica,11.0353,-84.7061,20
LIO,MRLM,medium_airport,Limón International Airport,Limón,CR-L,Limón Province,CR,Costa Rica,9.95796,-83.022003,25
NOB,MRNS,medium_airport,Nosara Airport,Nicoya,CR-G,Guanacaste Province,CR,Costa Rica,9.976490020750001,-85.65299987790002,25
SJO,MROC,large_airport,Juan Santamaría International Airport,San José (Alajuela),CR-A,Alajuela Province,CR,Costa Rica,9.99386,-84.208801,35
PJM,MRPJ,medium_airport,Puerto Jimenez Airport,Puerto Jimenez,CR-P,Puntarenas Province,CR,Costa Rica,8.533329963684082,-83.30000305175781,25
PMZ,MRPM,medium_airport,Palmar Sur Airport,Palmar Sur,CR-P,Puntarenas Province,CR,Costa Rica,8.95103,-83.468597,20
SYQ,MRPV,medium_airport,Tobías Bolaños International Airport,San Jose,CR-SJ,San José Province,CR,Costa Rica,9.95705,-84.139801,25
XQP,MRQP,medium_airport,Quepos Managua Airport,Quepos,CR-P,Puntarenas Province,CR,Costa Rica,9.44316,-84.129799,25
UPL,MRUP,medium_airport,Upala Airport,Upala,CR-A,Alajuela Province,CR,Costa Rica,10.8922,-85.016197,20
SAL,MSLP,large_airport,El Salvador International Airport Saint Óscar Arnulfo Romero y Galdámez,San Salvador (San Luis Talpa),SV-PA,La Paz Department,SV,El Salvador,13.44447,-89.055784,35
ILS,MSSS,medium_airport,Ilopango International Airport,San Salvador,SV-SS,San Salvador Department,SV,El Salvador,13.6995,-89.119904,25
CYA,MTCA,medium_airport,Antoine-Simon International Airport,Les Cayes,HT-SD,Sud Department,HT,Haiti,18.271099,-73.7883,25
CAP,MTCH,large_airport,Cap Haitien International Airport,Cap Haitien,HT-ND,Nord Department,HT,Haiti,19.725547,-72.20071,35
JAK,MTJA,medium_airport,Jacmel Airport,Jacmel,HT-SE,Sud-Est Department,HT,Haiti,18.2411,-72.518501,20
JEE,MTJE,medium_airport,Jérémie Airport,Carrefour Sanon,HT-GA,Grande'Anse Department,HT,Haiti,18.663099,-74.170303,25
PAP,MTPP,large_airport,Toussaint Louverture International Airport,Port-au-Prince,HT-OU,Ouest Department,HT,Haiti,18.580023,-72.292596,35
PAX,MTPX,medium_airport,Port-de-Paix Airport,Port-de-Paix,HT-NO,Nord-Ouest Department,HT,Haiti,19.934045,-72.84801,20
BCA,MUBA,medium_airport,Gustavo Rizo Airport,Baracoa,CU-14,Guantánamo Province,CU,Cuba,20.365299224853516,-74.5062026977539,25
BYM,MUBY,medium_airport,Carlos Manuel de Cespedes Airport,Bayamo,CU-12,Granma Province,CU,Cuba,20.3964,-76.621399,25
AVI,MUCA,medium_airport,Máximo Gómez Airport,Ciro Redondo,CU-08,Ciego de Ávila Province,CU,Cuba,22.0271,-78.789597,20
CCC,MUCC,medium_airport,Jardines Del Rey Airport,Cayo Coco,CU-08,Ciego de Ávila Province,CU,Cuba,22.461000442499998,-78.32839965820001,25
CFG,MUCF,medium_airport,Jaime Gonzalez Airport,Cienfuegos,CU-06,Cienfuegos Province,CU,Cuba,22.149999618530273,-80.41419982910156,25
CYO,MUCL,medium_airport,Vilo Acuña International Airport,Cayo Largo del Sur,CU-99,Isla de la Juventud (special municipality),CU,Cuba,21.6165008545,-81.5459976196,25
CMW,MUCM,large_airport,Ignacio Agramonte International Airport,Camaguey,CU-09,Camagüey Province,CU,Cuba,21.419909,-77.848039,35
SCU,MUCU,large_airport,Antonio Maceo International Airport,Santiago,CU-13,Santiago de Cuba Province,CU,Cuba,19.97474,-75.835504,35
NBW,MUGM,medium_airport,Leeward Point Field,Guantanamo Bay Naval Station,CU-14,Guantánamo Province,CU,Cuba,19.9065,-75.2071,20
GAO,MUGT,medium_airport,Mariana Grajales Airport,Guantánamo,CU-14,Guantánamo Province,CU,Cuba,20.0853,-75.158302,20
HAV,MUHA,large_airport,José Martí International Airport,Havana,CU-03,La Habana Province,CU,Cuba,22.989200592041016,-82.40910339355469,35
HOG,MUHG,large_airport,Frank Pais International Airport,Holguin,CU-11,Holguín Province,CU,Cuba,20.785148,-76.315526,35
VRO,MUKW,medium_airport,Kawama Airport,Santa Marta,CU-04,Matanzas Province,CU,Cuba,23.124001,-81.301598,20
MOA,MUMO,medium_airport,Orestes Acosta Airport,Moa,CU-11,Holguín Province,CU,Cuba,20.653900146484375,-74.92220306396484,20
MZO,MUMZ,medium_airport,Sierra Maestra International Airport,Manzanillo,CU-12,Granma Province,CU,Cuba,20.288605,-77.087545,25
GER,MUNG,medium_airport,Rafael Cabrera Airport,Nueva Gerona,CU-99,Isla de la Juventud (special municipality),CU,Cuba,21.834699630737305,-82.78379821777344,25
UPB,MUPB,medium_airport,Playa Baracoa Airport,Havana,CU-15,Artemisa Province,CU,Cuba,23.032801,-82.579399,20
SNU,MUSC,large_airport,Abel Santamaria International Airport,Santa Clara,CU-05,Villa Clara Province,CU,Cuba,22.492215,-79.943119,35
SNJ,MUSJ,medium_airport,San Julián Air Base,Sandino,CU-01,Pinar del Río Province,CU,Cuba,22.100525,-84.157376,20
SZJ,MUSN,medium_airport,Siguanea Airport,Isla de la Juventud,CU-99,Isla de la Juventud (special municipality),CU,Cuba,21.6425,-82.955101,20
TND,MUTD,medium_airport,Alberto Delgado Airport,Trinidad,CU-07,Sancti Spíritus Province,CU,Cuba,21.7883,-79.9972,25
VRA,MUVR,large_airport,Juan Gualberto Gomez International Airport,Matanzas,CU-04,Matanzas Province,CU,Cuba,23.034401,-81.435303,35
VTU,MUVT,medium_airport,Hermanos Ameijeiras Airport,Las Tunas,CU-10,Las Tunas Province,CU,Cuba,20.9876,-76.935799,25
FMT,MV-0012,small_airport,Faresmaathoda Airport,Faresmaathodaa,MV-28,Gaafu Dhaalu Atoll,MV,Maldives,0.192647,73.196755,15
CYB,MWCB,medium_airport,Charles Kirkconnell International Airport,West End,KY-CB,Cayman Brac,KY,Cayman Islands,19.687,-79.882797,25
LYB,MWCL,medium_airport,Edward Bodden Little Cayman Airfield,Blossom Village,KY-LC,Little Cayman,KY,Cayman Islands,19.660161,-80.088826,20
GCM,MWCR,large_airport,Owen Roberts International Airport,George Town,KY-GC,Grand Cayman,KY,Cayman Islands,19.292801,-81.357697,35
LBP,MY-LBP,small_airport,Long Banga Airport,Long Banga,MY-13,Sarawak,MY,Malaysia,3.202138,115.401811,15
MAY,MYAB,medium_airport,Clarence A. Bain Airport,Mangrove Cay,BS-SA,South Andros,BS,Bahamas,24.287701,-77.684601,20
ASD,MYAF,medium_airport,Andros Town Airport,Andros Town,BS-NS,North Andros,BS,Bahamas,24.697901,-77.795601,25
TZN,MYAK,medium_airport,Congo Town Airport,Andros,BS-SA,South Andros,BS,Bahamas,24.158701,-77.589798,25
MHH,MYAM,medium_airport,Leonard M. Thompson International Airport,Marsh Harbour,BS-CO,Central Abaco,BS,Bahamas,26.510711,-77.084262,25
SAQ,MYAN,medium_airport,San Andros Airport,Andros Island,BS-NS,North Andros,BS,Bahamas,25.053800582885742,-78.04900360107422,25
AXP,MYAP,medium_airport,Spring Point Airport,Spring Point,BS-AK,Acklins,BS,Bahamas,22.441799,-73.970901,25
TCB,MYAT,medium_airport,Treasure Cay Airport,Treasure Cay,BS-CO,Central Abaco,BS,Bahamas,26.745300293,-77.3912963867,25
CCZ,MYBC,medium_airport,Chub Cay Airport,Chub Cay,BS-NS,North Andros,BS,Bahamas,25.417101,-77.880898,25
GHC,MYBG,medium_airport,Great Harbour Cay Airport,Bullocks Harbour,BS-BY,Berry Islands,BS,Bahamas,25.7383,-77.840103,20
BIM,MYBS,medium_airport,South Bimini Airport,South Bimini,BS-BI,Bimini,BS,Bahamas,25.6998996735,-79.2647018433,25
ATC,MYCA,medium_airport,Arthur's Town Airport,Arthur's Town,BS-CI,Cat Island,BS,Bahamas,24.6294,-75.673797,25
TBI,MYCB,medium_airport,New Bight Airport,Cat Island,BS-CI,Cat Island,BS,Bahamas,24.3153,-75.452301,25
CRI,MYCI,medium_airport,Colonel Hill Airport,Colonel Hill,BS-CK,Crooked Island and Long Cay,BS,Bahamas,22.7456,-74.182404,25
GGT,MYEF,medium_airport,Exuma International Airport,Moss Town,BS-EX,Exuma,BS,Bahamas,23.562599,-75.877998,25
ELH,MYEH,medium_airport,North Eleuthera Airport,North Eleuthera,BS-HI,Harbour Island,BS,Bahamas,25.475823,-76.680784,25
GHB,MYEM,medium_airport,Governor's Harbour Airport,Governor's Harbour,BS-CE,Central Eleuthera,BS,Bahamas,25.2847,-76.331001,25
NMC,MYEN,medium_airport,Normans Cay Airport,Normans Cay,BS-EX,Exuma,BS,Bahamas,24.594299,-76.820198,20
RSD,MYER,medium_airport,Rock Sound International Airport,Rock Sound,BS-SE,South Eleuthera,BS,Bahamas,24.89165,-76.177602,25
TYM,MYES,medium_airport,Staniel Cay Airport,Staniel Cay,BS-EX,Exuma,BS,Bahamas,24.1691,-76.439102,20
FPO,MYGF,large_airport,Grand Bahama International Airport,Freeport,BS-FP,City of Freeport,BS,Bahamas,26.557996,-78.695583,35
IGA,MYIG,medium_airport,Inagua Airport,Matthew Town,BS-IN,Inagua,BS,Bahamas,20.975,-73.666901,25
MYK,MYK,small_airport,May Creek Airport,May Creek,US-AK,Alaska,US,United States,61.335701,-142.686996,15
LGI,MYLD,medium_airport,Deadman's Cay Airport,Deadman's Cay,BS-LI,Long Island,BS,Bahamas,23.1790008545,-75.09359741210001,25
SML,MYLS,medium_airport,Stella Maris Airport,Stella Maris,BS-LI,Long Island,BS,Bahamas,23.582317,-75.268621,25
MYG,MYMM,medium_airport,Mayaguana Airport,Abraham Bay Settlement,BS-MG,Mayaguana,BS,Bahamas,22.379499,-73.013494,25
NAS,MYNN,large_airport,Lynden Pindling International Airport,Nassau,BS-NP,New Providence,BS,Bahamas,25.039,-77.466202,35
DCT,MYRD,medium_airport,Duncan Town Airport,Duncan Town,BS-RI,Ragged Island,BS,Bahamas,22.181801,-75.7295,20
ZSA,MYSM,large_airport,San Salvador International Airport,San Salvador,BS-SS,San Salvador,BS,Bahamas,24.063041,-74.523233,35
BZE,MZBZ,large_airport,Philip S. W. Goldson International Airport,Belize City,BZ-BZ,Belize District,BZ,Belize,17.539951,-88.303556,35
PLJ,MZPL,medium_airport,Placencia Airport,Placencia,BZ-SC,Stann Creek District,BZ,Belize,16.536957,-88.361511,25
